Id,Label,Role,Kingdom,Class,Order,Family,Genus
1424,Lachenal's Sedge,[Species],Plant,Liliopsida,Poales,Cyperaceae,Carex
1425,Pale Greenish Paintbrush,[Species],Plant,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja
1426,Water Horsetail,[Species],Plant,Polypodiopsida,Equisetales,Equisetaceae,Equisetum
1427,Low Fleabane,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Erigeron
1428,Tussock Cottongrass,[Species],Plant,Liliopsida,Poales,Cyperaceae,Eriophorum
1429,Viviparous Fescue,[Species],Plant,Liliopsida,Poales,Poaceae,Festuca
1430,Shrubby Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Dasiphora
1431,Smooth Draba,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Draba
1432,Seaside Buttercup,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Halerpestes
1433,Alpine Rush,[Species],[Plant],[Magnoliopsida],[Poales],[Juncaceae],[Juncus]
1434,Arctic Lymegrass,[Species],[Plant],[Liliopsida],[Poales],[Poaceae],[Leymus]
1435,Asian Chestnut Rush,[Species],[Plant],[Magnoliopsida],[Poales],[Juncaceae],[Juncus]
1436,Hultén's Poppy,[Species],Plant,Magnoliopsida,Ranunculales,Papaveraceae,Papaver
1437,Gmelin's Buttercup,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
1438,Two-flowered Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Potentilla
1439,Narrow-leaved Sawwort,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Saussurea
1440,Soapberry,[Species],Plant,Magnoliopsida,Rosales,Elaeagnaceae,Shepherdia
1441,Northern Burreed,[Species],Plant,Liliopsida,Poales,Typhaceae,Sparganium
1442,Arctic Raspberry,[Species],[Plant],[Magnoliopsida],[Rosales],[Rosaceae],[Rubus]
1443,Spike Trisetum,[Species],Plant,Liliopsida,Poales,Poaceae,Trisetum
1445,Stout Sand Lance,[Species],Animal,Actinopterygii,Perciformes,Ammodytidae,Ammodytes
1446,Spotted Wolffish,[Species],Animal,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas
1447,Northern Sand Lance,[Species],Animal,Actinopterygii,Perciformes,Ammodytidae,Ammodytes
1448,Arctic Lamprey,[Species],[Animal],[Petromyzonti],[Petromyzontiformes],[Petromyzontidae],[Lethenteron]
1449,Northern Wolffish,[Species],Animal,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas
1450,Darkbelly Skate,[Species],Animal,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja
1451,Arctic Alligatorfish,[Species],[Animal],[Actinopterygii],[Scorpaeniformes],[Agonidae],[Aspidophoroides]
1452,Arctic Sculpin,[Species],[Animal],[Actinopterygii],[Perciformes],[Cottidae],[Myoxocephalus]
1453,Arctic Grayling,[Species],[Animal],[Actionopterygii],[Salmoniformes],[Salmonidae],[Thymallus]
1454,Arctic Cisco,[Species],[Animal],[Actinopterygii],[Salmoniformes],[Salmonidae],[Coregonus]
1455,Arctic Char,[Species],[Animal],[Actinopterygii],[Salmoniformes],[Salmonidae],[Salvelinus]
1457,Arctic Shanny,[Species],[Animal],[Actinopterygii],[Perciformes],[Stichaeidae],[Stichaeus]
1458,Banded Gunnel,[Species],Animal,Actinopterygii,Perciformers,Pholidae,Pholis
1459,Polar Cod,[Species],Animal,Actinopterygii,Gadiformes,Gadidae,Arctogadus
1460,Glacier Lanternfish,[Species],Animal,Actinopterygii,Myctophiformes,Myctophidae,Benthosema
1461,Arctic Flounder,[Species],[Animal],[Actinopterygii],[Pleuronectiformes],[Pleuronectidae],[Liopsetta]
1462,Cross Fox,[Species],Animal,Mammalia,Carnivora,Canidae,Vulpes
1463,Willow Ptarmigan,[Species],Animal,Aves,Galliformes,Phasianidae,Lagopus
1464,Sharp-tailed Grouse,[Species],Animal,Aves,Galliformes,Phasianidae,Tympanuchus
1465,Western Osprey,[Species],Animal,Aves,Accipitriformes,Pandionidae,Pandion
1466,Great Gray Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Strix
1467,Steller's Jay,[Species],Animal,Aves,Passeriformes,Corvidae,Cyanocitta
1468,Blue Jay,[Species],Animal,Aves,Passeriformes,Corvidae,Cyanocilla
1469,Willow Flycatcher,[Species],Animal,Aves,Passeriformes,Tyrannidae,Empidonax
1470,Killdeer,[Species],Animal,Aves,Charadriiformes,Charadriidae,Charadrius
1471,Alpine Bistort,[Species],[Plant],[Magnoliopsida],[Polygonales],[Polygonaceae],[Bistorta]
1472,Alpine Fireweed,[Species],[Plant],[Magnoliopsida],[Myrtales],[Onagraceae],[Epilobium]
1473,Arctic Eyebright,[Species],[Plant],[Magnoliopsida],[Lamiales],[Orobanchaeceae],[Euphrasia]
1474,Bog Rosemary,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Andromeda
1475,Lapland Lousewort,[Species],Plant,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis
1476,Northern Green Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Platanthera
1477,White Mountain Saxifrage,[Species],Plant,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga
1478,Common Silverweed,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Argentina
1479,Alpine Blueberry,[Species],[Plant],[Magnoliopsida],[Ericales],[Ericaceae],[Vaccinium]
1480,Western Dock,[Species],Plant,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex
1481,Bog Buckbean,[Species],Plant,Magnoliopsida,Asterales,Menyanthaceae,Menyanthes
1482,Narrow-leaved Cottongrass,[Species],Plant,Liliopsida,Poales,Cyperaceae,Eriophorum
1483,Alpine Rockcress,[Species],[Plant],[Magnoliopsida],[Capparales],[Brassicaceae],[Arabis]
1484,Marsh Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Comarum
1485,Beach Pea,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Lathyrus
1486,Alpine Azalea,[Species],[Plant],[Magnoliopsida],[Ericales],[Ericaceae],[Kalmia]
1487,Sea Bluebells,[Species],Plant,Magnoliopsida,Boraginales,Boraginaceae,Mertensia
1488,Foxtail Barley,[Species],Plant,Liliopsida,Poales,Poaceae,Hordeum
1489,Lake Huron Tansy,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Tanacetum
1490,Marsh Grass-of-Parnassus,[Species],Plant,Magnoliopsida,Celastrales,Celastraceae,Parnassia
1491,Seaside Chamomile,[Species],Plant,Magnoliopsida,Asterales,Aster,Anthemis
1492,Smooth Woodsia,[Species],Plant,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia
1493,Bluejoint Reedgrass,[Species],Plant,Liliopsida,Poales,Poaceae,Calamagrostis
1494,Common Timothy,[Species],Plant,Liliopsida,Poales,Poaceae,Phleum
1495,Cow Vetch,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Vicia
1496,Swamp Horsetail,[Species],Plant,Polypodiopsida,Equisetales,Equisetaceae,Equisetum
1498,Colorado Potato Beetle,[Species],Animal,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa
1499,Wood Duck,[Species],Animal,Aves,Anseriformes,Anatidae,Aix
1500,Emperor Goose,[Species],Animal,Aves,Anseriformes,Anatidae,Anser
1502,Eastern Cottontail Rabbit,[Species],Animal,Mammalia,Lagomorpha,Leporidae,Sylvilagus
1504,Northern Pintail,[Species],Animal,Aves,Anseriformes,Anatidae,Anas
1505,Circumpolar Lousewort,[Species],Plant,Magnoliopsida,Lamiales,,
1506,Pilosa Draba,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Draba
1507,Regel's Chickweed,[Species],Plant,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium
1508,Cut-leaved Fleabane,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Erigeron
1510,High Arctic Dandelion,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Taraxacum
1511,Wright's Golden-saxifrage,[Species],Plant,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium
1512,Creeping Sandwort,[Species],Plant,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria
1513,Yurtsev's Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Potentilla
1514,Alpine Pussytoes,[Species],[Plant],[Magnoliopsida],[Asterales],[Asteraceae],[Antennaria]
1515,Smooth Braya,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Braya
1517,Foliose Locoweed,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Oxytropis
1518,Greenland Braya,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Braya
1519,Bluff Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Potentilla
1520,Low Braya,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Braya
1521,Mackenzie's Hedysarum,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Hedysarum
1522,Harp Dandelion,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Taraxacum
1523,Ruddy Turnstone,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Arenaria
1524,Red-tailed Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Buteo
1525,Western Pasque-flower,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Pulsatilla
1526,Western Anemone,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Pulsatilla
1527,Mountain Pygmy Owl,[Species],Animal,Aves,Strigiformes,Strig,Glaudicium
1528,Northern Bog Violet,[Species],Plant,Magnoliopsida,Malpighiales,Violaceae,Viola
1529,Canadian Toad,[Species],Animal,Amphibia,Anura,Bufonidae,Anaxyrus
1530,Pink Heelsplitter,[Species],Animal,Bivalvia,Unionida,Unionidae,Potamilus
1533,Gray Catbird,[Species],Animal,Aves,Passeriformes,Mimidae,Dumetella
1534,Eastern Kingbird,[Species],Animal,Aves,Passeriformes,Tyrannidae,Tyrannus
1535,Eastern Skunk Cabbage,[Species],Plant,Liliopsida,Alismatales,Araceae,Symplocarpus
1536,Squirrel Corn,[Species],Plant,Magnoliopsida,Ranunculales,Papaveraceae,Dicentra
1537,Yellow Adder's Tongue,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
1538,Northern Shoveler,[Species],Animal,Aves,Anseriformes,Anatidae,Spatula
1539,Bufflehead,[Species],Animal,Aves,Anseriformes,Anatidae,Bucephala
1540,Barrow's Goldeneye,[Species],Animal,Aves,Anseriformes,Anatidae,Bucephala
1541,Hooded Merganser,[Species],Animal,Aves,Anseriformes,Anatidae,Lophodytes
1542,Ruddy Duck,[Species],Animal,Aves,Anseriformes,Anatidae,Oxyura
1543,Willet,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Tringa
1544,Great Cormorant,[Species],Animal,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
1545,Blue-winged Teal,[Species],Animal,Aves,Anseriformes,Anatidae,Spatula
1546,Black-footed Albatross,[Species],Animal,Aves,Procellariiformes,Diomedeidae,Phoebastria
1547,Pelagic Cormorant,[Species],Animal,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
1548,Greater Sage-Grouse,[Species],Animal,Aves,Galliformes,Phasianidae,Centrocercus
1549,Broad-winged Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Buteo
1550,Wandering Tattler,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Tringa
1551,Black Scoter,[Species],Animal,Aves,Anseriformes,Anatidae,Melanilla
1552,Lesser Yellowlegs,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Tringa
1553,Black Turnstone,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Arenaria
1554,Western Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1555,Surfbird,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1557,Black Oystercatcher,[Species],Animal,Aves,Charadriiformes,Haematopodidae,Haematopus
1558,Common Tern,[Species],Animal,Aves,Charadriiformes,Laridae,Sterna
1559,Eastern Wood-Pewee,[Species],Animal,Aves,Passeriformes,Tyrannidae,Contopus
1560,Red-eyed Vireo,[Species],Animal,Aves,Passeriformes,Vireonidae,Vireo
1561,Philadelphia Vireo,[Species],Animal,Aves,Passeriformes,Vireonidae,Vireo
1562,European Starling,[Species],Animal,Aves,Passeriformes,Sturnidae,Sturnus
1563,White-breasted Nuthatch,[Species],Animal,Aves,Passeriformes,Sittidae,Sitta
1564,Red-breasted Nuthatch,[Species],Animal,Aves,Passeriformes,Sittidae,Sitta
1565,House Sparrow,[Species],Animal,Aves,Passeriformes,Passeridae,Passer
1566,Dark-eyed Junco,[Species],Animal,Aves,Passeriformes,Passerellidae,Junco
1568,Black-and-white Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Mniotilta
1569,Eastern Meadowlark,[Species],Animal,Aves,Passeriformes,Icteridae,Sturnella
1570,Wilson's Phalarope,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Phalaropus
1571,American Pipit,[Species],[Animal],[Aves],[Passeriformes],[Motacillidae],[Anthus]
1572,Gray-crowned Rosy-Finch,[Species],Animal,Aves,Passeriformes,Fringillidae,Leucosticte
1573,Ring-billed Gull,[Species],Animal,Aves,Charadriiformes,Laridae,Larus
1574,American Wigeon,[Species],[Animal],[Aves],[Anseriformes],[Anatidae],[Mareca]
1575,Long-billed Dowitcher,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Numenius
1576,Yellow-headed Blackbird,[Species],Animal,Aves,Passeriformes,Icteridae,Xanthocephalus
1577,White-throated Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Zonotrichia
1578,Brewer's Blackbird,[Species],Animal,Aves,Passeriformes,Icteridae,Euphagus
1579,Roseate Turn,[Species],Animal,Aves,Charadriiformes,Laridae,Sterna
1580,Mountain Quail,[Species],Animal,Aves,Galliformes,Odontophoridae,Oreortyx
1581,Alder Flycatcher,[Species],[Animal],[Aves],[Passerimorphae],[Tyrannidae],[Empidonax]
1582,Savannah Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Passerculus
1583,Rhinoceros Auklet,[Species],Animal,Aves,Charadriiformes,Alcidae,Cerorhinca
1584,Tufted Puffin,[Species],Animal,Aves,Charadriiformes,Alcidae,Fratercula
1585,Short-eared Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Asio
1586,Hairy Woodpecker,[Species],Animal,Aves,Piciformes,Picidae,Dryobates
1587,Hammond's Flycatcher,[Species],Animal,Aves,Passeriformes,Tyrannidae,Empidonax
1588,Chestnut-backed Chickade,[Species],Animal,Aves,Passeriformes,Paridae,Poecile
1589,Varied Thrush,[Species],Animal,Aves,Passeriformes,Turdidae,Ixoreus
1590,Gray-cheeked Thrush,[Species],Animal,Aves,Passeriformes,Turdidae,Catharus
1591,Ruby-crowned Kinglet,[Species],Animal,Aves,Passeriformes,Regulidae,Regulus
1592,Loggerhead Shrike,[Species],Animal,Aves,Passeriformes,Laniidae,Lanius
1593,Townsend's Solitaire,[Species],Animal,Aves,Passeriformes,Turdidae,Myadestes
1594,Northern Parula,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1595,Warbling Vireo,[Species],Animal,Aves,Passeriformes,Vireonidae,Vireo
1596,Cape May Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1597,Prothonotary Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Protonotaria
1598,Blackburnian Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1599,Black-throated Green Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1600,Bay-breasted Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1601,Ovenbird,[Species],Animal,Aves,Passeriformes,Parulidae,Seiurus
1602,Mourning Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Geothlypis
1603,Baltimore Oriole,[Species],Animal,Aves,Passeriformes,Icteridae,Icterus
1604,Rusty Blackbird,[Species],Animal,Aves,Passeriformes,Icteridae,Euphagus
1605,Scarlet Tanager,[Species],Animal,Aves,Passeriformes,Cardinalidae,Piranga
1606,Black-headed Grosbeak,[Species],Animal,Aves,Passeriformes,Cardinalidae,Pheucticus
1607,Hoary Redpoll,[Species],Animal,Aves,Passeriformes,Fringillidae,Acanthis
1608,Baird's Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1609,Greater Yellowlegs,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Tringa
1610,Pectoral Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1611,Rock Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1612,Semipalmated Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1613,Northern Pygmy-Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Glaucidium
1614,Sharp-Shinned Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Accipiter
1615,Boreal Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Aegolius
1616,Spotted Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Strix
1617,Western-rumped Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Calidris
1618,Chimney Swift,[Species],Animal,Aves,Caprimulgiformes,Apodidae,Chaetura
1619,Barn Owl,[Species],Animal,Aves,Strigiformes,Tytonidae,Tyto
1620,Ancient Murrelet,[Species],[Animal],[Aves],[Charadriiformes],[Alcidae],[Synthliboramphus]
1621,Upland Sandpiper,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Bartramia
1622,Northern Goshawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Accipiter
1623,American Golden-Plover,[Species],[Animal],[Aves],[Charadriiformes],[Charadriidae],[Pluvialia]
1624,Edmontosaurus Annectens,[Species],Animal,Dinosauriformes,Ornithischia,Hadrosauridae,Edmontosaurus
1625,Carnotaurus Sastrei,[Species],Animal,Dinosauriformes,Saurischia,Abelisauridae,Carnolaurus
1626,Semipalmated Plover,[Species],Animal,Aves,Charadriiformes,Charadriidae,Charadrius
1627,Whip-poor-will,[Species],Plant,Liliopsida,Liliales,Melanthiaceae,Trillium
1628,Black-billed Magpie,[Species],Animal,Aves,Passeriformes,Corvidae,Pica
1629,Black-backed Woodpecker,[Species],Animal,Aves,Piciformes,Picidae,Picoides
1630,Archelon Ischyros,[Species],[Animal],[Reptilia],[Testudines],[Cryptodira],[Archelon]
1631,Northern Hawk Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Surnia
1634,Parasaurolophus walkeri,[Species],Animal,Dinosauriformes,Ornithischia,Hadrosauridae,Parasaurolophus
1635,Chasmosaurus Irvinensis,[Species],Animal,Dinosauriformes,Ornithischia,Ceratopsidae,Chasmosaurus
1636,Kourisodon Puntledgensis,[Species],Animal,Reptilia,Squamata,Mosasauridae,Kourisodon
1637,Rough-legged Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Buteo
1638,Dorudon Atrox,[Species],Animal,Mammalia,Artiodactyla,Basilosauridae,Dorudon
1639,Anogmius polymicrodus,[Species],Animal,Actinopterygii,Albuliformes,Albulidae,Anogmius
1640,Apsopelix Anglicus,[Species],[Animal],[Actinopterygii],[Crossognathiformes],[Crossognathidae],[Apsopelix]
1641,Pachyrhizodus caninus,[Species],Animal,Actinopterygii,Crossognathiformes,Pachyrhizodontidae,Pachyrhizodus
1642,Ichthyodectes anaides,[Species],Animal,Actinopterygii,Ichthyodectiformers,Ichthyodectidae,Ichthyodectes
1643,Cimolichthys nepaholica,[Species],Animal,Actinopterygii,Aulopiformes,Cimolicthyidae,Cimolichthys
1644,Purple Finch,[Species],Animal,Aves,Passeriformes,Fringillidae,Haemorhous
1645,Purple Martin,[Species],Animal,Aves,Passeriformes,Hirundinidae,Progne
1646,Yellow-throated Vireo,[Species],Animal,Aves,Passeriformes,Vireonidae,Vireo
1647,Golden-crowned Kinglet,[Species],Animal,Aves,Passeriformes,Regulidae,Regulus
1648,Red-headed Woodpecker,[Species],Animal,Aves,Piciformes,Picidae,Melanerpes
1649,Black Guillemot,[Species],Animal,Aves,Charadriiformes,Alcidae,Cepphus
1650,Cooper's Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Accipiter
1651,Lapland Longspur,[Species],Animal,Aves,Passeriformes,Calcariidae,Calcarius
1652,Downy Woodpecker,[Species],Animal,Aves,Piciformes,Picidae,Dryobates
1653,Swamp Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Melospiza
1654,Sooty Grouse,[Species],Animal,Aves,Galliformes,Phasianidae,Dendragapus
1655,Field Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Spizella
1656,Fox Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Passerella
1657,Pine Siskin,[Species],Animal,Aves,Passeriformes,Fringillidae,Spinus
1658,Mew Gull,[Species],Animal,Aves,Charadriiformes,Laridae,Larus
1659,Ferruginous Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Buteo
1660,Swainson's Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Buteo
1661,Forster's Tern,[Species],Animal,Aves,Charadriiformes,Laridae,Sterna
1662,Brown Creeper,[Species],Animal,Aves,Passeriformes,Certhiidae,Certhia
1663,Cackling Goose,[Species],Animal,Aves,Anseriformes,Anatidae,Branta
1664,Short-billed Dowitcher,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Limnodromus
1665,American Three-toed Woodpecker,[Species],[Animal],[Aves],[Piciformes],[Picidae],[Picoides]
1667,Double-crested Cormorant,[Species],Animal,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
1668,Whimbrel,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Numenius
1669,Eared Grebe,[Species],Animal,Aves,Podicipediformes,Podicipedidae,Podiceps
1670,Surf Scoter,[Species],Animal,Aves,Anseriformes,Anatidae,Melanitta
1671,Boreal Chickadee,[Species],Animal,Aves,Passeriformes,Paridae,Poecile
1672,Northern Rough-winged Swallow,[Species],Animal,Aves,Passeriformes,Hirundinidae,Stelgidopteryx
1673,Cassin's Auklet,[Species],Animal,Aves,Charadriiformes,Alcidae,Ptychoramphus
1674,Winter Wren,[Species],Animal,Aves,Passeriformes,Troglodytidae,Troglodytes
1675,Blackpoll Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1676,Long-billed Curlew,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Numenius
1677,Great Black-backed Gull,[Species],Animal,Aves,Charadriiformes,Laridae,Larus
1678,Ring-necked Duck,[Species],Animal,Aves,Anseriformes,Anatidae,Aythya
1679,Lark Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Chondestes
1680,Grasshopper Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Ammodramus
1681,Lazuli Bunting,[Species],Animal,Aves,Passeriformes,Cardinalidae,Passerina
1682,Spotted Towhee,[Species],Animal,Aves,Passeriformes,Passerellidae,Pipilo
1683,Blue-headed Vireo,[Species],Animal,Aves,Passeriformes,Vireonidae,Vireo
1684,Red-breasted Sapsucker,[Species],Animal,Aves,Piciformes,Picidae,Sphyrapicus
1685,White-eyed Vireo,[Species],Animal,Aves,Passeriformes,Vireonidae,Vireo
1686,Black-necked Stilt,[Species],Animal,Aves,Charadriiformes,Recurvirostridae,Himantopus
1687,Prairie Falcon,[Species],Animal,Aves,Falconiformes,Falconidae,Falco
1688,Blue-gray Gnatcatcher,[Species],Animal,Aves,Passeriformes,Polioptilidae,Polioptila
1689,Carolina Wren,[Species],Animal,Aves,Passeriformes,Troglodytidae,Thryothorus
1690,Sage Thrasher,[Species],Animal,Aves,Passeriformes,Mimidae,Oreoscoptes
1691,Dickcissel,[Species],Animal,Aves,Passeriformes,Cardinalidae,Spiza
1692,Pied-billed Grebe,[Species],Animal,Aves,Podicipediformes,Podicipedidae,Podilymbus
1693,Nelson's Sharp-tailed Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Ammospiza
1694,Lincoln's Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Melospiza
1695,Sooty Shearwater,[Species],Animal,Aves,Procellariiformes,Procellariidae,Ardenna
1696,Cliff Swallow,[Species],Animal,Aves,Passeriformes,Hirundinidae,Petrochelidon
1697,Greater White-fronted Goose,[Species],Animal,Aves,Anseriformes,Anatidae,Anser
1698,Lake Bunting,[Species],Animal,Aves,Passeriformes,Passerellidae,Calamospiza
1699,Sedge Wren,[Species],Animal,Aves,Passeriformes,Troglodytidae,Cistothorus
1700,Mountain Chickadee,[Species],Animal,Aves,Passeriformes,Paridae,Poecile
1701,Red-naped Sapsucker,[Species],Animal,Aves,Piciformes,Picidae,Sphyrapicus
1702,Violet-green Swallow,[Species],Animal,Aves,Passeriformes,Hirundinidae,Tachycineta
1703,Green Heron,[Species],Animal,Aves,Pelecaniformes,Ardeidae,Butorides
1704,Lewis' Woodpecker,[Species],Animal,Aves,Piciformes,Picidae,Melanerpes
1705,Band-tailed Pigeon,[Species],Animal,Aves,Columbiformes,Columbidae,Patagioenas
1706,Henslow's Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Centronyx
1707,Thick-billed Murre,[Species],Animal,Aves,Charadriiformes,Alcidae,Uria
1708,White-winged Scoter,[Species],Animal,Aves,Anseriformes,Anatidae,Melanitta
1709,Arctic Tern,[Species],[Animal],[Aves],[Charadriiformes],[Laridae],[Sterna]
1710,Western Tanager,[Species],Animal,Aves,Passeriformes,Cardinalidae,Piranga
1711,Red-necked Grebe,[Species],Animal,Aves,Podicipediformes,Podicipedidae,Podiceps
1712,Bullock's Oriole,[Species],Animal,Aves,Passeriformes,Icteridae,Icterus
1713,Mountain Bluebird,[Species],Animal,Aves,Passeriformes,Turdidae,Sialia
1714,Tufted Titmouse,[Species],Animal,Aves,Passeriformes,Paridae,Baeolophus
1715,Western Kingbird,[Species],Animal,Aves,Passeriformes,Tyrannidae,Tyrranus
1716,Caspian Tern,[Species],Animal,Aves,Charadriiformes,Laridae,Hydroprogne
1717,Western Meadowlark,[Species],Animal,Aves,Passeriformes,Icteridae,Sturnella
1718,Short-tailed Shearwater,[Species],Animal,Aves,Procellariiformes,Procellariidae,Ardenna
1719,Eurasian Wigeon,[Species],Animal,Aves,Anseriformes,Anatidae,Mareca
1720,Cassin's Finch,[Species],Animal,Aves,Passeriformes,Fringillidae,Haernorhous
1721,Fork-tailed Storm-Petrel,[Species],Animal,Aves,Procellariiformes,Hydrobatidae,Oceanodroma
1722,Leach's Storm-Petrel,[Species],Animal,Aves,Procellariiformes,Hydrobatidae,Oceanodroma
1723,Long-tailed Duck,[Species],Animal,Aves,Anseriformes,Anatidae,Clangula
1724,Heermann's Gull,[Species],Animal,Aves,Charadriiformes,Laridae,Larus
1725,Sandhill Crane,[Species],Animal,Aves,Gruiformes,Gruidae,Antigone
1726,Cinnamon Teal,[Species],Animal,Aves,Anseriformes,Anatidae,Spatula
1727,Gadwall,[Species],Animal,Aves,Anseriformes,Anatidae,Mareca
1728,Pine Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Setophaga
1729,Le Conte's Sparrow,[Species],Animal,Aves,Passeriformes,Passerellidae,Ammospiza
1730,Brown-headed Cowbird,[Species],Animal,Aves,Passeriformes,Icteridae,Molothrus
1731,Orchard Oriole,[Species],Animal,Aves,Passeriformes,Icteridae,Icterus
1732,Common Moorhen,[Species],Animal,Aves,Gruiformes,Rallidae,Gallinula
1733,Wilson's Warbler,[Species],Animal,Aves,Passeriformes,Parulidae,Cardellina
