Id,Label,Role,Kingdom,Class,Order,Family,Genus
809,Plains Zebra,[Species],Animal,Mammalia,Perissodactyla,Equidae,Equus
810,Vancouver Island Marmot,[Species],Animal,Mammalia,Rodentia,Sciuridae,Marmota
811,American Marten,[Species],[Animal],[Mammalia],[Carnivora],[Mustelidae],[Martes]
812,Northern Shrike,[Species],Animal,Aves,Passeriformes,Laniidae,Lanius
813,Kentrosaurus Aethiopicus,[Species],Animal,Dinosauriformes,Ornithischia,Stegosauridae,Kentrosaurus
814,Brown Bullhead,[Species],Animal,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus
815,Mediterranean Monk Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Monachus
816,White-handed Gibbon,[Species],Animal,Mammalia,Primates,Hylobatidae,Hylobates
817,House Mouse,[Species],Animal,Mammalia,Rodentia,Muridae,Mus
818,African Elephant,[Species],[Animal],[Mammalia],[Proboscidea],[Elephantidae],[Elephantinae]
819,West Indian Ocean Coelacanth,[Species],Animal,Sarcopterygii,Coelacanthiformes,Latimeriidae,Latimeria
820,Northern Alligator Lizard,[Species],Animal,Reptilia,Squamata,Anguidae,Elgaria
821,Barn Swallow,[Species],Animal,Aves,Passeriformes,Hirundinidae,Hirundo
822,Mountain Gorilla,[Species],Animal,Mammalia,Primates,Hominidae,Gorilla
823,House Fly,[Species],Animal,Insecta,Diptera,Fanniidae,Fannia
824,Sable Antelope,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Hippotragus
825,Common Nighthawk,[Species],Animal,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles
826,Wolverine,[Species],Animal,Mammalia,Carnivora,Mustelidae,Gulo
827,Nile Crocodile,[Species],Animal,Reptilia,Crocodylia,Crocodylidae,Crocodylus
828,Takahe,[Species],Animal,Aves,Gruiformes,Rallidae,Porphyrio
829,Eskimo Curlew,[Species],Animal,Aves,Charadriiformes,Scolopacidae,Numenius
830,American Scimitar Cat,[Species],[Animal],[Mammalia],[Carnivora],[Felidae],[Homotherium]
831,Common Octopus,[Species],Animal,Cephalopoda,Octopoda,Octopodidae,Octopus
832,Indian Grey Mongoose,[Species],Animal,Mammalia,Carnivora,Herpestidae,Urva
833,Hippopotamus,[Species],Animal,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus
834,Heterodontosaurus Tucki,[Species],Animal,Dinosauriformes,Ornithischia,Heterodontosauridae,Heterodontosaurus
835,Bald Eagle,[Species],Animal,Aves,Accipitriformes,Acciptridae,Haliaeelus
836,Crested Ibis,[Species],Animal,Aves,Pelecaniformes,Threskiornithidae,Nipponia
837,Gemsbock,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Oryx
838,California Condor,[Species],Animal,Aves,Cathartiformes,Cathartidae,Gymnogyps
839,American Pika,[Species],[Animal],[Mammalia],[Lagomorpha],[Ochotonidae],[Ochotona]
840,Bighorn Sheep,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Ovis
841,Least Weasel,[Species],Animal,Mammalia,Carnivora,Mustelidae,Carnivora
842,Asian Lion,[Species],[Animal],[Mammalia],[Carnivora],[Felidae],[Panthera]
843,Canadian Lynx,[Species],Animal,Mammalia,Carnivora,Felidae,Lynx
844,Jaguar,[Species],Animal,Mammalia,Carnivora,Felidae,Panthera
845,North Island Giant Moa,[Species],Animal,Aves,Dinornithiformes,Dinornithidae,Dinornis
846,Giant Anteater,[Species],Animal,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga
847,Northern Elephant Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Mirounga
848,Tiger,[Species],Animal,Mammalia,Carnivora,Felidae,Panthera
849,Eastern Grey Kangaroo,[Species],Animal,Mammalia,Diprotodontia,Macropodidae,Macropus
850,Striped Skunk,[Species],Animal,Mammalia,Carnivora,Mephitidae,Mephitis
851,Ermine,[Species],Animal,Mammalia,Carnivora,Mustelidae,Mustela
852,Humpback Whale,[Species],Animal,Mammalia,Artiodactyla,Balaenopteridae,Megaptera
854,Warthog,[Species],Animal,Mammalia,Artiodactyla,Suidae,Phacochoerus
855,Koala Bear,[Species],Animal,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos
856,African Wild Dog,[Species],[Animal],[Mammalia],[Carnivora],[Canidae],[Lycaon]
857,Northern Gannet,[Species],Animal,Aves,Sulliformes,Sulidae,Morus
858,Mamenchisaurus Youngi,[Species],Animal,Dinosauriformes,,Mamenchisauridae,Mamenchisaurus
859,Jefferson's Ground Sloth,[Species],Animal,Mammalia,Pilosa,Megalonychidae,Megalonyx
860,Leopard,[Species],Animal,Mammalia,Carnivora,Felidae,Panthera
861,Black-footed Ferret,[Species],Animal,Mammalia,Carnivora,Mustelidae,Mustela
862,Ocelot,[Species],Animal,Mammalia,Carnivora,Felidae,Leopardus
863,Lion,[Species],Animal,Mammalia,Carnivora,Felidae,Panthera
864,American White Pelican,[Species],[Animal],[Aves],[Pelecaniformes],[Pelecanidae],[Pelecanus]
865, Chacma Baboon,[Species],[Animal],,,,
866,Leatherback Sea Turtle,[Species],Animal,Reptilia,Testudines,Dermochelyidae,Dermochelys
867,Ouranosaurus Nigeriensis,[Species],Animal,Dinosauriformes,Ornithischia,Hadrosauridae,Ouranosaurus
868,Dodo,[Species],Animal,Aves,Columbiformes,Columbidae,Raphus
869,Kagu,[Species],Animal,Aves,Cuculiformes,Cuculidae,Cuculus
870,Atlantic Salmon,[Species],[Animal],[Actinopterygii],[Salmoniformes],[Salmonidae],[Salmo]
871,American Lion,[Species],[Animal],[Mammalia],[Carnivora],[Felidae],[Panthera]
872,Tasmanian Devil,[Species],Animal,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus
873,Massasauga Rattlesnake,[Species],Animal,Reptilia,Squamata,Viperidae,Sistrurus
874,Black-Billed Platypus,[Species],Animal,Mammalia,Motremata,Ornithorhynchidae,Ornithorhynchus
875,Opisthocoelicaudia Skarzynskii,[Species],Animal,Dinosauriformes,,Saltasauridae,Opisthocoelicaudia
876,Troodon Formosus,[Species],Animal,Dinosauriformes,Eumaniraptora,Troodontidae,Troodon
877,Tamias Striatus,[Species],Animal,Mammalia,Rodentia,Sciuridae,Tamias
878,Northern Leopard Frog,[Species],Animal,Amphibia,Anura,Ranidae,Lithobates
879,Chimpanzee,[Species],Animal,Mammalia,Primates,Hominidae,Pan
880,Malayan Tapir,[Species],Animal,Mammalia,Perissodactyla,Tapiridae,Tapirus
881,American Red Squirrel,[Species],[Animal],[Mammalia],[Rodentia],[Sciuridae],[Tamiasciurus]
882,Eastern Tarsier,[Species],Animal,Mammalia,Primates,Tarsiddae,Tarsius
883,Eland,[Species],Animal,Mammalia,Artiodactyla,Cervidae,Alces
884,Shortfin Mako,[Species],Animal,Elasmobranchii,Lamniformes,Lamnidae,Isurus
885,Thresher Shark,[Species],Animal,Elasmobranchii,Lamniformes,Alopiidae,Alopias
886,Hammerhead Shark,[Species],Animal,Elasmobranchii,Caracharhiniformes,Sphyrnidae,Sphyrna
887,Longfin Mako,[Species],Animal,Elasmobranchii,Lamniformers,Lamnidae,Isurus
888,Great White Shark,[Species],Animal,Elasmobranchii,Lamniformers,Lamnidae,Carcharodon
889,Royal Python,[Species],Animal,Reptilia,Squamata,Pythonidae,Python
890,Flightless Cormorant,[Species],Animal,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
891,Peanut Worm,[Species],Animal,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,Phascolosoma
893,Spoon Worm,[Species],Animal,Polychaeta,Echiuroidea,Bonelliidae,Bonellia
894,Sperm Whale,[Species],Animal,Mammalia,Artiodactyla,Physeteridae,Physeter
895,Burrowing Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Athene
896,Eastern Spiny Softshell Turtle,[Species],Animal,Reptilia,Testudines,Trionychidae,Apalone
897,Orangutan,[Species],Animal,Mammalia,Primates,Hominidae,Pongo
898,Philippine Eagle,[Species],Animal,Aves,Accipitriformes,Accipitridae,Pithecophaga
899,Boreal Chorus Frog,[Species],Animal,Amphibia,Anura,Hylidae,Pseudacris
900,Great Auk,[Species],Animal,Aves,Charadriiformes,Alcidae,Pinguinus
901,Harp Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Pagophilus
902,Komodo Dragon,[Species],Animal,Reptilia,Squamata,Varanidae,Varanus
903,Giant Armadillo,[Species],Animal,Mammalia,Cingulata,Chlamyphoridae,Priodontes
904,American Robin,[Species],[Animal],[Aves],[Passeriformes],[Turdidae],[Turdus]
905,Bullfrog,[Species],Animal,Amphibia,Anura,Ranidae,Lithobates
906,Whale Shark,[Species],Animal,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon
908,Greater Prairie-Chicken,[Species],Animal,Aves,Galliformes,Phasianidae,Tympanuchus
909,Indian Rhinoceros,[Species],Animal,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros
910,West Indian Manatee,[Species],Animal,Mammalia,Sirenia,Trichechidae,Trichechus
911,Ostrich,[Species],Animal,Aves,Struthioniformes,Struthionidae,Struthio
912,Kakapo,[Species],Animal,Aves,Psittaciformes,Strigopidae,Strigops
913,Brown Trout,[Species],Animal,Actinopterygii,Salmoniformes,Salmonidae,Oncrohynchus
914,Richardson's Ground Squirrel,[Species],Animal,Mammalia,Rodentia,Sciuridae,Urocitellus
915,African Buffalo,[Species],[Animal],[Mammalia],[Artiodactyla],[Bovidae],[Syncerus]
916,Greater Kudu,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Tragelaphus
917,Snow Leopard,[Species],Animal,Mammalia,Carnivora,Felidae,Panthera
918,Peary Caribou,[Species],Animal,Mammalia,Artiodactyla,Cervidae,Rangifer
919,Red Fox,[Species],Animal,Mammalia,Carnivora,Canidae,Vulpes
920,Brown Rat,[Species],Animal,Mammalia,Rodentia,Muridae,Rattus
921,Tyrannosaurus Rex,[Species],Animal,Dinosauriformes,Saurischia,Tyrannosauridae,Tryannosaurus
922,Therizinosaurus Cheloniformis,[Species],Animal,Dinosauriformes,Therizinosauria,Therizinosauridae,Therizinosaurus
923,Helmeted Muskox,[Species],Animal,Mammalia,Artiodactyla,Bovidae,Bootherium
924,American Badger,[Species],[Animal],[Mammalia],[Carnviora],[Mustelidae],[Taxidea]
925,Common Garter Snake,[Species],Animal,Reptilia,Squamata,Colubridae,Thamnophis
926,Thespesius Occidentalis,[Species],Animal,Dinosauriformes,Ornithischia,Hadrosauridae,Thespesius
927,Cynodictis Gregarius,[Species],Animal,Mammalia,Carnivora,Canidae,Cynodictis
928,Hyracodon Nebrascensis,[Species],Animal,Mammalia,Perissodactyla,Hyracodontidae,Hyracodon
929,Merycoidodon Culbertsoni,[Species],Animal,Mammalia,Artiodactyla,Merycoidodontidae,Merycoidodon
930,Edmontonia Longiceps,[Species],Animal,Dinosauriformes,Ornithischia,Nodosauridae,Edmontonia
931,Lambeosaurus Magnicristatus,[Species],Animal,Dinosauriformes,Ornithischia,Hadrosauridae,Lambeosaurus
932,Ornithomimus Edmontonicus,[Species],Animal,Dinosauriformes,Ornithischia,Ornithomimidae,Ornithomimus
933,Megapezia Pineoi,[Species],Animal,,,,Megapezia
934,Hylopus Logani,[Species],,,,,
935,Laoporus Canadensis,[Species],Plant,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis
937,Saurornithoides Mongoliensis,[Species],Animal,Dinosauriformes,,Troodontidae,Saurornithoides
938,Hylopus Caudifer,[Species],,,,,
940,Asperipes Avipes,[Species],[Animal],[Amphibia],,,[Aseripes]
942,Cursipes Dawsoni,[Species],Animal,Amphibia,,,Cursipes
943,Amblydactylus Gethingi,[Species],[Animal],[Reptilia],[Dinosauria],[Iguanodontidae],[Amblydactylus]
944,Irenesauripus Mclearni,[Species],Animal,Dinosauriformes,,,Irenesauripus
945,Monoclonius Crassus,[Species],Animal,Dinosauriformes,Ornithischia,Ceratopsidae,Monoclonius
946,Chasmosaurus Russelli ,[Species],Animal,Dinosauriformes,Ornithischia,Ceratopsidae,Chasmosaurus
947,Arctic Firmoss,[Species],[Plant],[Lycopodiopsida],[Lycopodiales],[Lycopodiaceae],[Hyperzia]
948,Purple Mountain Heather,[Species],Plant,Magnoliopsida,Ericales,Ericaceae,Phyllodoce
949,Arctic Thrift,[Species],[Plant],[Magnoliopsida],[Caryophyllales],[Plumbaginaceae],[Armeria]
950,Floating Buttercup,[Species],Plant,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
951,Labrador Poppy,[Species],Plant,Magnoliopsida,Ranunculales,Papaveraceae,Papaver
952,Redtip Lousewort,[Species],Plant,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis
953,Alpine Milk-vetch,[Species],[Plant],[Magnoliopsida],[Fabales],[Fabaceae],[Astragalus]
954,Ostendfeld's Sandwort,[Species],Plant,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene
955,Mallard Duck,[Species],Animal,Aves,Anseriformes,Anatidae,Anas
956,Jewelweed,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Streptanthus
957,Spotted Touch-me-not,[Species],Plant,Magnoliopsida,Ericales,Balsaminaceae,Impatiens
958,Wild Teasel Flower,[Species],Plant,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus
959,Jack-in-the-Pulpit,[Species],Plant,Liliopsida,Alismatales,Araceae,Arisaema
960,Winter Mushroom,[Species],Fungus,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina
961,Wild Ginger,[Species],Plant,Magnoliopsida,Piperales,Aristolochiaceae,Asarum
962,Fairyslipper Calypso Orchid,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Calypso
963,Ram's-head Lady Slipper,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Cypripedium
964,Small Yellow Lady's Slipper,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Cypripedium
965,Scarlet Cup Fungus,[Species],Fungus,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha
966,Gay Wings,[Species],Plant,Magnoliopsida,Fabales,Polygalaceae,Polygaloides
967,Fringed Polygala,[Species],Plant,Magnoliopsida,Fabales,Polygalaceae,Polygaloides
968,Common Evening Primrose,[Species],Plant,Magnoliopsida,Myrtales,Onagraceae,Oenothera
969,Woolly Chanterelle,[Species],Fungus,Agaricomycetes,Gomphales,Gomphaceae,Turbinellus
970,Orange Mycena,[Species],Fungus,Agaricomycetes,Agaricales,Mycenaceae,Mycena
971,Apricot Jelly Fungus,[Species],[Fungus],[Agaricomycetes],[Auriculariales],[Exidiaceae],[Guepinia]
972,Cut-leaved Pepperroot,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Cardamine
973,Striped Coral-root,[Species],Plant,Liliopsida,Asparagales,Orchidaceae,Corallorhiza
974,May Apple,[Species],Plant,Magnoliopsida,Ranunculales,Berberidaceae,Podophyllum
975,Northern Pacific Rattlesnake,[Species],Animal,Reptilia,Squamata,Viperidae,Crotalus
976,Merriam's Shrew,[Species],Animal,Mammalia,Eulipotyphla,Soricidae,Sorex
977,Preble's Shrew,[Species],Animal,Mammalia,Eulipotyphla,Soricidae,Sorex
978,Prairie Shrew,[Species],Animal,Mammalia,Eulipotyphla,Soricidae,Sorex
979,Olympic Shrew,[Species],Animal,Mammalia,Eulipotyphla,Soricidae,Sorex
980,Vagrant Shrew,[Species],Animal,Mammalia,Eulipotyphla,Soricidae,Sorex
981,Spotted Seal,[Species],Animal,Mammalia,Carnivora,Phocidae,Phoca
982,Long-tailed Weasel,[Species],Animal,Mammalia,Carnivora,Mustelidae,Neogale
983,Western Spotted Skunk,[Species],Animal,Mammalia,Carnivora,Mephitidae,Spilogale
984,Ungava Collared Lemming,[Species],Animal,Mammalia,Rodentia,Cricetidae,Dicrostonyx
985,Richardon's Collared Lemming,[Species],Animal,Mammalia,Rodentia,Cricetidae,Dicrostonyx
986,Ogilvie Mountains Collared Lemming,[Species],Animal,Mammalia,Rodentia,Cricetidae,Dicrostonyx
987,Bank Vole,[Species],Animal,Mammalia,Rodentia,Cricetidae,Myodes
988,Sora Rail,[Species],Animal,Aves,Gruiformes,Rallidae,Porzana
989,Northern Saw-whet Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Aegolius
990,Horned Grebe,[Species],Animal,Aves,Podicipediformes,Podicipedidae,Podiceps
991,Eastern Towhee,[Species],Animal,Aves,Passeriformes,Passerellidae,Piplio
992,Great Horned Owl,[Species],Animal,Aves,Strigiformes,Strigidae,Strix
993,Shamrock Orb Weaver Spider,[Species],Animal,Arachnida,Araneae,Araneidae,Araneus
995,Toothed Jelly Fungus,[Species],Fungus,Agaricomycetes,Auriculariales,,Pseudohydnum
996,Lesser Burdock,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Arctium
997,Greater Burdock,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Arctium
998,American Bur-reed,[Species],[Plant],[Magnoliopsida],[Poales],[Tyophaceae],[Sparganium]
999,White Avens,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Geum
1000,Common Sow Thistle,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Sonchus
1001,Hophornbeam,[Species],Plant,Magnoliopsida,Fagales,Betulaceae,Ostrya
1002,Common Puffball,[Species],Fungus,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon
1003,Violet Branched Coral Fungus,[Species],Fungus,Agaricomycetes,Agaricales,Clavariaceae,Clavaria
1004,Slender Willow,[Species],Plant,Magnoliopsida,Myrtales,Onagraceae,Epilobium
1005,Speckled Alder,[Species],Plant,Magnoliopsida,Fagales,Betulaceae,Alnus
1006,Musk Mallow,[Species],Plant,Magnoliopsida,Malvales,Malvaceae,Malva
1007,Dutchman's Breeches,[Species],Plant,Magnoliopsida,Ranunculales,Papaveraceae,Dicentra
1008,Orange Earth Tongue Fungus,[Species],Fungus,Leotiomycetes,Leotiales,Leotiaceae,Microglossum
1009,Rough-fruited Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Potentilla
1010,Sulphur Cinquefoil,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Potentilla
1011,Broad-leaved Arrow-leaf,[Species],Plant,Liliopsida,Alismatales,Alismataceae,Sagittaria
1012,New England Aster,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
1014,White Trillium,[Species],Plant,Liliopsida,Liliales,Melanthiaceae,Trillium
1015,Glistening Ink Cap,[Species],Fungus,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus
1016,Cecropia Moth,[Species],Animal,Insecta,Lepidoptera,Saturniidae,Hyalophora
1017,Polyphemus Moth,[Species],Animal,Insecta,Lepidoptera,Saturniidae,Antheraea
1018,Mourning Dove,[Species],Animal,Aves,Columbiformes,Columbidae,Zenaida
1019,One-flowered Broom-rape,[Species],Plant,Magnoliopsida,Lamiales,Orobanchaceae,Aphyllon
1020,Stump Bell Cap Fungus,[Species],Fungus,Agaricomycetes,Agaricales,Mycenaceae,Mycena
1021,Strawberry Blite,[Species],Animal,Magnoliopsida,Caryophyllales,Amaranthaceae,Blitum
1022,Green Dragon,[Species],Plant,Liliopsida,Alismatales,Araceae,Arisaema
1023,Grey Falcon,[Species],Animal,Aves,Falconiformes,Falconidae,Falco
1024,Spotted Kestrel,[Species],Animal,Aves,Falconiformes,Falconidae,Falco
1025,Oriental Hobby,[Species],Animal,Aves,Falconiformes,Falconidae,Falco
1026,Red-necked Falcon,[Species],Animal,Aves,Falconiformes,Falconidae,Falco
1027,Souther Crested Caracara,[Species],Animal,Aves,Falconiformes,Falconidae,Caracara
1028,Albacore,[Species],[Animal],[Actinopterygii],[Scombriformes],[Scombridae],[Thunnus]
1029,Abyssal Snailfish,[Species],[Animal],[Actinopterygii],[Scorpaeniformes],[Liparidae],[Careproctus]
1030,Abyssal Skate,[Species],[Animal],[Chondrichthyes],[Rajiformes],[Arhynchobatidae],[Bathyraja]
1031,Blue Antimore,[Species],Animal,Actinopterygii,Gadiformes,Moridae,Antimora
1032,Rainbow Smelt,[Species],Animal,Actinopterygii,Osmeriformes,Osmeridae,Osmerus
1033,Arrowtooth Flounder,[Species],[Animal],[Actinopterygii],[Carangiformes],[Pleuronectidae],[Atheresthes]
1034,Aurora Rockfish,[Species],[Animal],[Actinopterygii],[Perciformes],[Sebastidae],[Sabastes]
1036,Big Skate,[Species],Animal,Elasmobranchii,Rajiformes,Rajidae,Beringraja
1037,Bigeye Flashlightfish,[Species],Animal,Actinopterygii,Myctophiformes,Myctophidae,Protomyctophum
1038,Black Eelpout,[Species],Animal,Actinopterygii,Perciformers,Zoarcidae,Lycodes
1039,Black Rockfish,[Species],Animal,Actinopterygii,Perciformers,Serranidae,Mycteroperca
1040,Black Prickleback,[Species],Animal,Actinopterygii,Perciformers,Stichaeidae,Xiphister
1041,Bearded Rattail,[Species],Animal,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides
1042,Bay Goby,[Species],Animal,Actinopterygii,Gobiiformes,Gobiidae,Lepidogobius
1043,Bigfin Eelpout,[Species],Animal,Actinopterygii,Perciformers,Zoarcidae,Lycodes
1044,Bigfin Lanternfish,[Species],Animal,Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus
1045,Bay Pipefish,[Species],Animal,Actinopterygii,Syngnathiformes,Syngnathidae,Synghanthus
1046,Ruffed Grouse,[Species],Animal,Aves,Galliformes,Phasianidae,Bonasa
1047,American Coot,[Species],[Animal],[Aves],[Gruiformes],[Rallidae],[Fulica]
1048,Canvasback Duck,[Species],Animal,Aves,Anseriformes,Anatidae,Aythya
1049,Common Goldeneye,[Species],Animal,Aves,Anseriformes,Anatidae,Bucephala
1050,Red Trillium,[Species],[Plant],Liliopsida,Liliales,Melanthiaceae,Trillium
1051,Starflower,[Species],Plant,Magnoliopsida,Ericales,Primulaceae,Lysimachia
1052,Glossy Buckthorn,[Species],Plant,Magnoliopsida,Rosales,Rhamnaceae,Frangula
1053,Eastern Cottonwood,[Species],Plant,Magnoliopsida,Malpighiales,Salicaceae,Populus
1054,Sensitive Fern,[Species],Plant,Polypodiopsida,Polypodiales,Onocleaceae,Onoclea
1056,Crown Rust,[Species],Fungus,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia
1057,Green Bullrush,[Species],Plant,Liliopsida,Poales,Cyperaceae,Scirpus
1058,Ostrich Fern,[Species],Plant,Polypodiopsida,Polypodiales,Onocleaceae,Matteuccia
1059,Interrupted Fern,[Species],Plant,Polypodiopsida,Osmundales,Osmundaceae,Osmunda
1060,Royal Fern,[Species],Plant,Polypodiopsida,Osmundales,Osmundaceae,Osmunda
1061,Pin Cushion Moss,[Species],Plant,Bryopsida,Dicranales,Leucobryaceae,Leucobryum
1062,Cinnamon Fern,[Species],Plant,Polypodiopsida,Osmundales,Osmundaceae,Osmundastrum
1063,Marsh Blue Violet,[Species],Plant,Magnoliopsida,Malpighiales,Violaceae,Viola
1064,Bunchberry,[Species],Plant,Magnoliopsida,Cornales,Cornaceae,Cornus
1065,Sour Cherry,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Prunus
1066,Foamflower,[Species],Plant,Magnoliopsida,Saxifragales,Saxifragaceae,Tiarella
1067,Toothwort,[Species],Plant,Magnoliopsida,Brassicales,Brassicaceae,Cardamine
1068,Wild Sasparilla,[Species],Plant,Magnoliopsida,Apiales,Araliaceae,Aralia
1069,Red-shouldered Hawk,[Species],Animal,Aves,Accipitriformes,Accipitridae,Buteo
1070,Baltimore Checkerspot,[Species],Animal,Insecta,Lepidoptera,Nymphalidae,Euphydryas
1071,Brown Water Scorpion,[Species],Animal,Insecta,Hemiptera,Nepidae,Ranatra
1072,Black Cherry,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Prunus
1073,Black Swallowtail,[Species],Animal,Insecta,Lepidoptera,Papilionidae,Papilio
1074,Eastern Hemlock,[Species],Plant,Pinopsida,Pinales,Pinaceae,Tsuga
1075,Black-eyed Susan,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Callilepis
1076,Festive Tiger Beetle,[Species],Animal,Insecta,Coleoptera,Carabidae,Cicindela
1077,Black Ash,[Species],Plant,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
1078,Bitternut Hickory,[Species],Plant,Magnoliopsida,Fagales,Juglandaceae,Carya
1079,Balsam Fir,[Species],Plant,Pinopsida,Pinales,Pinaceae,Abies
1080,White Sucker,[Species],Animal,Actinopterygii,Cypriniformes,Catostomidae,Catostomus
1081,Bluegill,[Species],Animal,Actinopterygii,Centrarchiformes,Centrarchidae,Lepornis
1082,Canadian Goldenrod,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Solidago
1083,Canadian Anemone,[Species],Plant,Magnoliopsida,Ranunculales,Anemoneae,Anemonastrum
1084,Tree Moss,[Species],Fungus,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia
1085,Everlasting Pea,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Lathyrus
1086,Northern Maidenhair Fern,[Species],Plant,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum
1087,Northern Beech Fern,[Species],Plant,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris
1088,Ebony Jewelwing,[Species],Animal,Insecta,Odonata,Calopterygidae,Calopteryx
1089,Ground Cedar,[Species],Plant,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum
1090,Little wood Satyr,[Species],Animal,Insecta,Lepidoptera,Nymphalidae,Megisto
1091,Collybia Tuberosa,[Species],Fungus,Agaricomycetes,Agaricales,Clitocybaceae,Collybia
1092,European Mantis,[Species],Animal,Insecta,Mantodea,Mantidae,Mantis
1093,Crown Vetch,[Species],Plant,Magnoliopsida,Fabales,Fabaceae,Securigera
1094,Enchanter's Nightshade,[Species],Plant,Magnoliopsida,Myrtales,Onagraceae,Circaea
1095,Common Yellowthroat,[Species],Animal,Aves,Passeriformes,Parulidae,Geothlypis
1096,Common Milkweed,[Species],Plant,Magnoliopsida,Gentianales,Apocynaceae,Asclepia
1097,Fallfish,[Species],Animal,Actinopterygii,Cypriniformes,Leuciscidae,Semotilus
1098,Male Fern,[Species],Plant,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris
1099,Brook Stickleback,[Species],Animal,Actinopterygii,Perciformers,Gasterosteidae,Culaea
1100,Common True Katydid,[Species],Animal,Insecta,Orthoptera,Tettigoniidae,Pterophylla
1101,Purple-flowering Raspberry,[Species],Plant,Magnoliopsida,Rosales,Rosaceae,Rubus
1102,Marginal Wood Fern,[Species],Plant,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris
1103,Crested Woodfern,[Species],Plant,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris
1104,Common Shiner,[Species],Animal,Actinopterygii,Cypriniformes,Leuciscidae,Luxilus
1105,Rough Stemmed Goldenrod,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Solidago
1106,Red Oak,[Species],Plant,Magnoliopsida,Fagales,Fagaceae,Quercus
1107,Common Oak Fern,[Species],Plant,Polypodiopsida,Polypodiales,Cystopteridaceae,Gymnocarpium
1108,Golden Shiner,[Species],Animal,Actinopterygii,Cypriniformes,Leuciscidae,Notemigonus
1109,Common Juniper,[Species],Plant,Pinopsida,Pinales,Cupressaceae,Juniperus
1110,Yellow Goatsbeard,[Species],Plant,Magnoliopsida,Asterales,Asteraceae,Tragopogan
1112,Pumpkinseed,[Species],Animal,Actinopterygii,Centrarchiformes,Centrarchidae,Lepomis
1113,Milkweed Bug,[Species],Animal,Insecta,Hemiptera,Lygaeidae,Oncopeltus
1114,Sugar Maple,[Species],Plant,Magnoliopsida,Sapindales,Sapinidaceae,Acer
1115,True Forget-me-not,[Species],Plant,Magnoliopsida,Boraginales,Boraginaceae,Myosotis
